conversation_id,root_tweet_id,customer_id,preliminary_intent,customer_initial_query,clean_customer_query,agent_first_reply,clean_agent_reply,num_turns,has_link_or_dm
conv_26681,26681,121841,general_inquiry_other,@AppleSupport tell me why the i keeps doing this stupid shit A with the boxed question mark make it stop,tell me why the i keeps doing this stupid shit A with the boxed question mark make it stop,@121841 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Here’s what you can do to work around the issue until it’s fixed in a future software update:,2,True
conv_26691,26691,121844,general_inquiry_other,"@AppleSupport my iphone is still glitchy, keeps swapping screens when I try to type.","my iphone is still glitchy, keeps swapping screens when I try to type.","@121844 Thank you for reaching out. We want to help. To start, can you tell us which iPhone and iOS you’re using?","Thank you for reaching out. We want to help. To start, can you tell us which iPhone and iOS you’re using?",5,False
conv_26722,26722,121853,general_inquiry_other,@AppleSupport i would rather be called a peasant than use a phone that glitches out when “I️” type the letter “I️” figure your shit out.,i would rather be called a peasant than use a phone that glitches out when “I️” type the letter “I️” figure your shit out.,@121853 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Here’s what you can do to work around the issue until it’s fixed in a future software update:,2,True
conv_27511,27511,122019,general_inquiry_other,@AppleSupport please tell why my new iPhone 8 keeps telling me that iMessage is waiting for activation,please tell why my new iPhone 8 keeps telling me that iMessage is waiting for activation,"@122019 We want to do all we can to get your iMessage working on your new iPhone 8. Please let us know in DM, what iOS software is currently installed on the device, along with the exact error message you're seeing. We'll be happy to help from there. https://t.co/GDrqU22YpT","We want to do all we can to get your iMessage working on your new iPhone 8. Please let us know in DM, what iOS software is currently installed on the device, along with the exact error message you're seeing. We'll be happy to help from there.",4,True
conv_31408,31408,122925,general_inquiry_other,@AppleSupport the I️ keeps autocorrecting to a strange symbol,the I️ keeps autocorrecting to a strange symbol,@122925 Let's look in to this issue together. Which iOS version is installed? You can find that from Settings > General > About.,Let's look in to this issue together. Which iOS version is installed? You can find that from Settings > General > About.,8,False
conv_31419,31419,122928,general_inquiry_other,#iphoneissues @AppleSupport why is my phone recognizing capital i as an emoji? This is annoying. i can’t write professional emails for work https://t.co/BrCygZdzD6,#iphoneissues @AppleSupport why is my phone recognizing capital i as an emoji? This is annoying. i can’t write professional emails for work,@122928 We'd be happy to help. Let's move over to DM. Let us know your iOS version. https://t.co/GDrqU22YpT,We'd be happy to help. Let's move over to DM. Let us know your iOS version.,4,True
conv_31424,31424,122930,general_inquiry_other,@AppleSupport  @115858 would be nice if you guys fixed your stuff so I can type I normally instead of I️ popping up every time..,would be nice if you guys fixed your stuff so I can type I normally instead of I️ popping up every time..,@122930 We're here to help. Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT,We're here to help. Let's take this to DM so we can better assist you.,2,True
conv_730,730,115861,display_touch_keyboard,"Hello, internet. Can someone explain why this symbol keeps appearing on my phone and when I️ try to type the letter I️? Also @AppleSupport https://t.co/QKwvTLtiN7","Hello, internet. Can someone explain why this symbol keeps appearing on my phone and when I️ try to type the letter I️? Also @AppleSupport","@115861 You're in the right place; we'll do all we can to help. To start, let us know what iOS version is installed via DM: https://t.co/GDrqU22YpT","You're in the right place; we'll do all we can to help. To start, let us know what iOS version is installed via DM:",6,True
conv_756,756,115868,display_touch_keyboard,MY HOME BUTTON DOESN’T WORK #IOS11 @AppleSupport,MY HOME BUTTON DOESN’T WORK #IOS11 @AppleSupport,@115868 Let us help with your Home button. Did this issue start right after iOS 11? Which version of iOS 11 are you running?,Let us help with your Home button. Did this issue start right after iOS 11? Which version of iOS 11 are you running?,4,False
conv_2678,2678,116350,display_touch_keyboard,"@AppleSupport Any idea why icons show up like this? I did force reset to no avail. After initial notification display, they show up. https://t.co/qBFIAlpGyD","Any idea why icons show up like this? I did force reset to no avail. After initial notification display, they show up.","@116350 We're here for you. DM us, and we'll look into this together. https://t.co/GDrqU22YpT","We're here for you. DM us, and we'll look into this together.",2,True
conv_5819,5819,117099,display_touch_keyboard,@AppleSupport I can’t change lock screen anymore from ‘wallpaper’ in settings. How do I do it now?,I can’t change lock screen anymore from ‘wallpaper’ in settings. How do I do it now?,@117099 We'd be happy to help. Check out this link to for more information: https://t.co/hSnkM7JIIS,We'd be happy to help. Check out this link to for more information:,3,True
conv_6483,6483,117151,display_touch_keyboard,Hello @115858 @AppleSupport what’s happening to my screen https://t.co/GTNXT4VoKd,Hello @115858 @AppleSupport what’s happening to my screen,@117151 We'd love to take a look into this concern. Is the screen stuck this way have you restarted it? Send us a DM. https://t.co/GDrqU22YpT,We'd love to take a look into this concern. Is the screen stuck this way have you restarted it? Send us a DM.,2,True
conv_8561,8561,117504,display_touch_keyboard,@AppleSupport  hey what’s going on with the letter I . When i start to. Type this happens below https://t.co/jbNZfUwkzL,hey what’s going on with the letter I . When i start to. Type this happens below,"@117504 Let's look at this together. To begin, are you completely updated to iOS 11.1?","Let's look at this together. To begin, are you completely updated to iOS 11.1?",7,False
conv_9152,9152,117639,display_touch_keyboard,"Hey @AppleSupport, what’s up with this new autocorrect? Happening on iPhone 7 Plus and iPhone 7. https://t.co/pHA05gv7g7","Hey @AppleSupport, what’s up with this new autocorrect? Happening on iPhone 7 Plus and iPhone 7.",@117639 Let's take a look at this issue together. Which iOS version is your device currently running?,Let's take a look at this issue together. Which iOS version is your device currently running?,6,False
conv_9174,9174,117646,display_touch_keyboard,"Bienvenida sea la multi tarea al 3D touch en iphone, gracias @AppleSupport  #newupdate","Bienvenida sea la multi tarea al 3D touch en iphone, gracias @AppleSupport #newupdate",@117646 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,We offer support via Twitter in English. Get help in Spanish here: or join,3,True
conv_9178,9178,117648,display_touch_keyboard,@AppleSupport what’s up with typing the letter I️ ... it wants to be an A and a box with a question mark,what’s up with typing the letter I️ ... it wants to be an A and a box with a question mark,@117648 We'd like to help. We received your DM and will continue there. https://t.co/GDrqU22YpT,We'd like to help. We received your DM and will continue there.,2,True
conv_11134,11134,118105,display_touch_keyboard,@AppleSupport My Touch ID failed when I restarted my phone. Now it’s not working at all,My Touch ID failed when I restarted my phone. Now it’s not working at all,"@118105 Did you receive an error message, or were you just prompted to enter in the passcode for your iOS device after the restart?","Did you receive an error message, or were you just prompted to enter in the passcode for your iOS device after the restart?",6,False
conv_12013,12013,118363,display_touch_keyboard,Excuse me @115858 @AppleSupport:  when y’all gonna address the fact that some glitch is turning Is into hieroglyphics?!,Excuse me @115858 @AppleSupport: when y’all gonna address the fact that some glitch is turning Is into hieroglyphics?!,@118363 We want your predictions to be accurate. Please DM us with the current version of iOS you have. https://t.co/GDrqU22YpT,We want your predictions to be accurate. Please DM us with the current version of iOS you have.,9,True
conv_12608,12608,118520,display_touch_keyboard,Eye can’t type the letter eye without it changing to a?  @AppleSupport ... yes I️ reset the keyboard https://t.co/tfr6EIPPPX,Eye can’t type the letter eye without it changing to a? @AppleSupport ... yes I️ reset the keyboard,@118520 We'd love to help! Which version of iOS are you currently updated to? What Keyboards do you have installed?,We'd love to help! Which version of iOS are you currently updated to? What Keyboards do you have installed?,4,False
